@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Lenght20 REAL
@ATTRIBUTE Edge_Lenght21 REAL
@ATTRIBUTE Edge_Lenght22 REAL
@ATTRIBUTE Edge_Lenght23 REAL
@ATTRIBUTE Edge_Lenght24 REAL
@ATTRIBUTE Edge_Lenght25 REAL
@ATTRIBUTE Edge_Lenght26 REAL
@ATTRIBUTE Edge_Lenght27 REAL
@ATTRIBUTE Edge_Lenght28 REAL
@ATTRIBUTE Edge_Lenght29 REAL
@ATTRIBUTE Edge_Lenght30 REAL
@ATTRIBUTE Edge_Lenght31 REAL
@ATTRIBUTE Edge_Lenght32 REAL
@ATTRIBUTE Edge_Lenght33 REAL
@ATTRIBUTE Edge_Lenght34 REAL
@ATTRIBUTE Edge_Lenght35 REAL
@ATTRIBUTE Edge_Lenght36 REAL
@ATTRIBUTE Edge_Lenght37 REAL
@ATTRIBUTE Edge_Lengh38 REAL
@ATTRIBUTE Edge_Lenght39 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE Edge_Angle20 REAL
@ATTRIBUTE Edge_Angle21 REAL
@ATTRIBUTE Edge_Angle22 REAL
@ATTRIBUTE Edge_Angle23 REAL
@ATTRIBUTE Edge_Angle24 REAL
@ATTRIBUTE Edge_Angle25 REAL
@ATTRIBUTE Edge_Angle26 REAL
@ATTRIBUTE Edge_Angle27 REAL
@ATTRIBUTE Edge_Angle28 REAL
@ATTRIBUTE Edge_Angle29 REAL
@ATTRIBUTE Edge_Angle30 REAL
@ATTRIBUTE Edge_Angle31 REAL
@ATTRIBUTE Edge_Angle32 REAL
@ATTRIBUTE Edge_Angle33 REAL
@ATTRIBUTE Edge_Angle34 REAL
@ATTRIBUTE Edge_Angle35 REAL
@ATTRIBUTE Edge_Angle36 REAL
@ATTRIBUTE Edge_Angle37 REAL
@ATTRIBUTE Edge_Angle38 REAL
@ATTRIBUTE Edge_Angle39 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
4.24242424242,1.81818181818,2.42424242424,1.21212121212,2.42424242424,2.42424242424,3.63636363636,2.42424242424,4.24242424242,3.0303030303,1.81818181818,0.606060606061,0.606060606061,0.0,0.0,0.606060606061,0.606060606061,0.606060606061,1.21212121212,0.0,0.606060606061,0.0,0.606060606061,0.606060606061,0.606060606061,0.0,0.0,0.0,0.0,0.606060606061,0.606060606061,1.21212121212,0.0,0.0,0.606060606061,0.0,0.0,0.0,0.0,0.606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132669983416,0.00331674958541,0.0016583747927,0.0,0.0,0.0016583747927,0.0016583747927,0.00331674958541,0.0,0.0016583747927,0.0331674958541,0.00829187396352,0.0132669983416,0.00995024875622,0.0016583747927,0.00497512437811,0.0016583747927,0.00995024875622,0.0,0.0,0.0016583747927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.09589041096,2.7397260274,3.28767123288,1.09589041096,3.28767123288,2.19178082192,2.19178082192,0.0,2.7397260274,1.64383561644,2.19178082192,0.547945205479,1.64383561644,1.64383561644,2.7397260274,0.0,2.7397260274,1.64383561644,0.547945205479,1.09589041096,0.0,0.0,0.547945205479,0.0,0.547945205479,0.0,1.09589041096,0.547945205479,0.0,0.0,0.547945205479,0.547945205479,0.547945205479,0.0,0.0,0.0,0.0,0.0,0.0,0.547945205479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148148148148,0.00148148148148,0.0,0.0,0.00148148148148,0.00444444444444,0.00148148148148,0.0103703703704,0.0103703703704,0.00444444444444,0.04,0.00592592592593,0.00592592592593,0.0,0.0,0.0,0.00148148148148,0.0118518518519,0.00888888888889,0.0,0.00148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.21212121212,3.63636363636,2.42424242424,3.63636363636,1.21212121212,1.21212121212,7.27272727273,0.0,1.21212121212,0.0,1.21212121212,0.0,2.42424242424,3.63636363636,0.0,3.63636363636,1.21212121212,0.0,0.0,1.21212121212,1.21212121212,0.0,0.0,0.0,1.21212121212,0.0,0.0,0.0,1.21212121212,0.0,0.0,0.0,0.0,1.21212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746,0.00634920634921,0.00634920634921,0.0031746031746,0.00634920634921,0.00952380952381,0.0349206349206,0.0222222222222,0.0031746031746,0.00634920634921,0.0,0.0,0.0,0.0,0.0,0.00634920634921,0.0031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.879120879121,1.75824175824,1.75824175824,0.879120879121,2.1978021978,1.75824175824,3.95604395604,0.43956043956,2.63736263736,2.1978021978,1.31868131868,1.31868131868,2.63736263736,1.31868131868,0.879120879121,1.75824175824,1.31868131868,0.43956043956,2.1978021978,0.43956043956,0.43956043956,0.879120879121,0.879120879121,0.43956043956,0.879120879121,1.31868131868,0.879120879121,0.0,0.0,0.43956043956,0.0,0.0,0.0,0.0,0.43956043956,0.0,0.879120879121,0.0,0.43956043956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00236406619385,0.00118203309693,0.00236406619385,0.0,0.00118203309693,0.00472813238771,0.00472813238771,0.0106382978723,0.00591016548463,0.00827423167849,0.0307328605201,0.00118203309693,0.00709219858156,0.00591016548463,0.00472813238771,0.00118203309693,0.0,0.0,0.00709219858156,0.0118203309693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
3.47826086957,0.0,4.34782608696,2.60869565217,4.34782608696,2.60869565217,0.869565217391,2.60869565217,4.34782608696,2.60869565217,2.60869565217,0.869565217391,0.869565217391,0.869565217391,1.73913043478,0.869565217391,1.73913043478,0.0,0.869565217391,0.0,0.0,0.0,0.0,0.869565217391,0.869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048309178744,0.0,0.0,0.0,0.0,0.0024154589372,0.0048309178744,0.0,0.0024154589372,0.0144927536232,0.0289855072464,0.0024154589372,0.0048309178744,0.0048309178744,0.0024154589372,0.0024154589372,0.00724637681159,0.0169082125604,0.0048309178744,0.0,0.00724637681159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.73913043478,0.869565217391,1.73913043478,1.73913043478,2.17391304348,3.91304347826,3.91304347826,2.60869565217,2.60869565217,2.17391304348,1.73913043478,2.17391304348,0.434782608696,0.869565217391,1.73913043478,0.869565217391,0.869565217391,1.30434782609,1.30434782609,0.869565217391,0.434782608696,0.434782608696,0.434782608696,0.434782608696,0.0,0.0,0.0,0.869565217391,0.0,0.434782608696,0.0,0.0,0.434782608696,0.0,0.0,0.0,0.0,0.869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104166666667,0.00231481481481,0.0,0.00115740740741,0.0,0.00231481481481,0.00578703703704,0.00231481481481,0.00578703703704,0.00462962962963,0.0381944444444,0.00347222222222,0.00115740740741,0.0104166666667,0.00231481481481,0.00347222222222,0.00231481481481,0.00578703703704,0.00231481481481,0.00347222222222,0.00347222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.81818181818,2.42424242424,4.84848484848,1.21212121212,1.21212121212,2.42424242424,2.42424242424,1.81818181818,3.0303030303,1.21212121212,3.63636363636,3.0303030303,1.21212121212,1.21212121212,0.606060606061,1.21212121212,0.606060606061,0.0,0.606060606061,1.21212121212,0.0,0.606060606061,0.0,0.0,0.606060606061,1.21212121212,0.0,0.0,0.0,0.0,0.606060606061,0.0,0.606060606061,0.0,0.0,0.0,0.0,0.606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00634920634921,0.0015873015873,0.0047619047619,0.0047619047619,0.0142857142857,0.052380952381,0.0111111111111,0.0031746031746,0.0,0.0,0.0,0.0,0.00793650793651,0.0047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.81818181818,3.63636363636,4.0,1.09090909091,4.72727272727,2.18181818182,3.27272727273,1.45454545455,2.54545454545,1.09090909091,2.54545454545,0.727272727273,0.363636363636,1.81818181818,1.09090909091,0.363636363636,1.09090909091,0.0,1.45454545455,1.09090909091,1.81818181818,0.363636363636,0.0,0.363636363636,0.363636363636,0.0,0.0,0.363636363636,0.0,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00294985250737,0.0,0.000983284169125,0.000983284169125,0.000983284169125,0.0,0.00196656833825,0.00884955752212,0.0147492625369,0.00884955752212,0.0432645034415,0.00294985250737,0.00196656833825,0.0,0.0,0.00294985250737,0.0,0.00589970501475,0.00983284169125,0.000983284169125,0.00294985250737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.0,1.81818181818,5.45454545455,0.909090909091,4.09090909091,0.909090909091,3.18181818182,2.27272727273,1.81818181818,2.27272727273,3.63636363636,2.27272727273,0.909090909091,1.36363636364,1.36363636364,0.454545454545,1.81818181818,0.454545454545,0.0,0.0,0.909090909091,0.0,0.454545454545,0.0,0.0,1.36363636364,0.0,0.909090909091,0.0,0.0,0.454545454545,0.0,0.454545454545,0.0,0.0,0.0,0.0,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873907615481,0.0,0.0,0.00249687890137,0.00499375780275,0.00624219725343,0.00499375780275,0.00873907615481,0.00873907615481,0.00873907615481,0.019975031211,0.00749063670412,0.00124843945069,0.00499375780275,0.00124843945069,0.00374531835206,0.0,0.00624219725343,0.00873907615481,0.00374531835206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.1320754717,1.88679245283,4.15094339623,1.50943396226,4.90566037736,1.88679245283,0.754716981132,3.77358490566,2.2641509434,1.50943396226,1.88679245283,1.1320754717,0.754716981132,0.0,1.1320754717,0.377358490566,1.1320754717,0.377358490566,1.88679245283,0.0,0.754716981132,0.377358490566,0.754716981132,0.754716981132,0.754716981132,0.377358490566,1.1320754717,0.0,0.0,0.0,0.377358490566,0.377358490566,0.0,0.0,0.0,0.377358490566,0.377358490566,0.754716981132,0.377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103842159917,0.00623052959502,0.00103842159917,0.0,0.0,0.00103842159917,0.0,0.00311526479751,0.00623052959502,0.00830737279335,0.0477673935618,0.0197300103842,0.00623052959502,0.00311526479751,0.00311526479751,0.00207684319834,0.00103842159917,0.0,0.00103842159917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
