@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
0.714285714286,2.14285714286,3.57142857143,1.78571428571,3.57142857143,1.07142857143,0.357142857143,0.714285714286,1.78571428571,1.42857142857,0.714285714286,0.714285714286,1.07142857143,0.0,0.0,0.0,0.0,0.357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00389863547758,0.000974658869396,0.000974658869396,0.00389863547758,0.00292397660819,0.0292397660819,0.00389863547758,0.00389863547758,0.00389863547758,0.00194931773879,0.0,0.0,0.0,0.0,0.0,pistola
1.55844155844,1.03896103896,4.41558441558,2.33766233766,1.55844155844,2.33766233766,0.779220779221,1.55844155844,0.779220779221,1.2987012987,1.2987012987,0.25974025974,0.0,0.779220779221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00070323488045,0.0,0.00070323488045,0.00210970464135,0.0407876230661,0.00351617440225,0.00070323488045,0.0056258790436,0.0014064697609,0.0,0.0,0.0,0.0,0.0,pistola
1.53846153846,3.07692307692,0.769230769231,2.30769230769,1.53846153846,0.0,3.07692307692,3.07692307692,1.53846153846,0.769230769231,0.769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185185185185,0.00185185185185,0.00740740740741,0.0296296296296,0.00740740740741,0.0,0.0,0.0,0.00740740740741,0.0,0.0,0.0,0.0,0.0,pistola
1.875,2.96875,2.96875,2.1875,2.5,2.03125,1.71875,1.25,0.78125,0.3125,0.46875,0.0,0.15625,0.3125,0.3125,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.00299145299145,0.00384615384615,0.000854700854701,0.00213675213675,0.00299145299145,0.0196581196581,0.00128205128205,0.0132478632479,0.00384615384615,0.0034188034188,0.00128205128205,0.0,0.0,0.0,0.0,pistola
2.60869565217,3.47826086957,2.60869565217,1.30434782609,1.73913043478,3.04347826087,2.17391304348,0.869565217391,0.434782608696,0.869565217391,0.0,0.434782608696,0.434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048309178744,0.0,0.0012077294686,0.0012077294686,0.0024154589372,0.0193236714976,0.00724637681159,0.0048309178744,0.00724637681159,0.0024154589372,0.0048309178744,0.0,0.0,0.0,0.0,pistola
1.44329896907,3.71134020619,3.09278350515,3.29896907216,1.23711340206,2.0618556701,0.618556701031,1.44329896907,0.618556701031,1.23711340206,0.20618556701,0.0,0.20618556701,0.20618556701,0.0,0.0,0.412371134021,0.0,0.20618556701,0.0,0.0,0.0,0.0,0.0,0.0,0.00729517396184,0.00224466891134,0.00280583613917,0.00392817059484,0.00280583613917,0.0213243546577,0.003367003367,0.000561167227834,0.00673400673401,0.0016835016835,0.00280583613917,0.0,0.0,0.0,0.0,pistola
2.58064516129,1.93548387097,2.58064516129,1.93548387097,1.29032258065,2.90322580645,1.29032258065,1.29032258065,0.0,1.29032258065,0.645161290323,0.0,0.967741935484,0.322580645161,0.0,0.0,0.645161290323,0.0,0.0,0.322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367,0.00420875420875,0.00757575757576,0.026936026936,0.00757575757576,0.0016835016835,0.003367003367,0.000841750841751,0.0,0.0,0.0,0.0,0.0,pistola
2.7027027027,2.16216216216,3.42342342342,1.98198198198,1.62162162162,1.98198198198,1.8018018018,1.44144144144,0.36036036036,0.720720720721,0.900900900901,0.18018018018,0.36036036036,0.18018018018,0.18018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146198830409,0.00146198830409,0.000974658869396,0.00146198830409,0.00730994152047,0.0277777777778,0.00584795321637,0.00146198830409,0.00389863547758,0.00292397660819,0.000974658869396,0.0,0.0,0.0,0.0,pistola
3.15789473684,1.26315789474,2.73684210526,3.15789473684,2.31578947368,1.26315789474,2.10526315789,0.842105263158,0.842105263158,0.631578947368,0.421052631579,0.421052631579,0.0,0.210526315789,0.0,0.210526315789,0.210526315789,0.0,0.210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0028636884307,0.00114547537228,0.00515463917526,0.00687285223368,0.00687285223368,0.0154639175258,0.00458190148912,0.00343642611684,0.00400916380298,0.00458190148912,0.00057273768614,0.0,0.0,0.0,0.0,pistola
1.9512195122,1.9512195122,2.43902439024,0.975609756098,2.43902439024,0.731707317073,2.19512195122,0.975609756098,1.21951219512,0.731707317073,0.731707317073,1.46341463415,0.731707317073,0.243902439024,0.0,0.0,0.731707317073,0.0,0.243902439024,0.243902439024,0.0,0.0,0.0,0.0,0.0,0.0026455026455,0.000661375661376,0.000661375661376,0.00396825396825,0.00462962962963,0.0390211640212,0.00198412698413,0.000661375661376,0.00132275132275,0.0,0.0,0.0,0.0,0.0,0.0,pistola
