@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Hue0 REAL
@ATTRIBUTE Hue1 REAL
@ATTRIBUTE Hue2 REAL
@ATTRIBUTE Hue3 REAL
@ATTRIBUTE Hue4 REAL
@ATTRIBUTE class    {pistola, revolver}

@DATA
2.05357142857,1.42857142857,1.16071428571,0.267857142857,0.0892857142857,0.0,0.00146198830409,0.00999025341131,0.00243664717349,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.33766233766,1.55844155844,0.909090909091,0.194805194805,0.0,0.0,0.000175808720113,0.0117791842475,0.00193389592124,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.92307692308,1.92307692308,0.769230769231,0.0,0.384615384615,0.0,0.000925925925926,0.0111111111111,0.00185185185185,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.5,1.875,0.390625,0.1953125,0.0390625,0.0,0.00192307692308,0.00651709401709,0.00544871794872,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.5,1.95652173913,0.434782608696,0.108695652174,0.0,0.0,0.00150966183575,0.00754830917874,0.0048309178744,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.88659793814,1.34020618557,0.515463917526,0.103092783505,0.154639175258,0.0,0.00308641975309,0.00785634118967,0.00294612794613,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.25806451613,1.6935483871,0.483870967742,0.322580645161,0.241935483871,0.0,0.000841750841751,0.0115740740741,0.00147306397306,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.56756756757,1.71171171171,0.540540540541,0.18018018018,0.0,0.0,0.000974658869396,0.0105994152047,0.00231481481481,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.57894736842,1.63157894737,0.578947368421,0.105263157895,0.105263157895,0.0,0.00229095074456,0.00844788087056,0.00315005727377,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.82926829268,1.58536585366,1.03658536585,0.243902439024,0.30487804878,0.0,0.000992063492063,0.0124007936508,0.000496031746032,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.75925925926,1.6049382716,0.864197530864,0.493827160494,0.277777777778,0.0,0.00227686703097,0.010321797207,0.00129022465088,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.5,1.98863636364,0.170454545455,0.284090909091,0.0568181818182,0.0,0.000780274656679,0.0115480649189,0.00156054931336,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.53333333333,1.66666666667,0.533333333333,0.266666666667,0.0,0.0,0.000555555555556,0.00888888888889,0.00444444444444,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.74528301887,1.08490566038,1.3679245283,0.566037735849,0.235849056604,0.0,0.00205761316872,0.00797325102881,0.00385802469136,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.58865248227,1.27659574468,0.602836879433,0.390070921986,0.141843971631,0.0,0.00315208825847,0.00975177304965,0.000985027580772,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.60135135135,1.41891891892,0.743243243243,0.168918918919,0.0675675675676,0.0,0.00316927665921,0.00857568978374,0.00214392244594,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.94029850746,1.79104477612,1.11940298507,0.149253731343,0.0,0.0,0.00142973856209,0.0110294117647,0.00142973856209,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.76119402985,1.5671641791,0.597014925373,0.0,0.0746268656716,0.0,0.00204248366013,0.0114379084967,0.000408496732026,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.875,2.08333333333,0.833333333333,0.208333333333,0.0,0.0,0.00534188034188,0.00801282051282,0.000534188034188,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.82178217822,1.33663366337,0.693069306931,0.148514851485,0.0,0.0,0.0010582010582,0.0107142857143,0.0021164021164,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.734375,1.640625,0.46875,0.15625,0.0,0.0,0.00607638888889,0.00564236111111,0.00217013888889,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.10526315789,1.31578947368,1.18421052632,0.131578947368,0.263157894737,0.0,0.00146198830409,0.0105994152047,0.00182748538012,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.20930232558,1.39534883721,0.872093023256,0.348837209302,0.174418604651,0.0,0.00191570881226,0.0105363984674,0.0014367816092,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.63157894737,1.31578947368,0.789473684211,0.263157894737,0.0,0.0,0.000868055555556,0.0101273148148,0.00289351851852,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.19512195122,1.21951219512,1.58536585366,0.0,0.0,0.0,0.00237127371274,0.00982384823848,0.00169376693767,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.11340206186,1.49484536082,0.927835051546,0.257731958763,0.20618556701,0.0,0.00536303630363,0.00742574257426,0.001100110011,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.22222222222,1.66666666667,0.648148148148,0.416666666667,0.0462962962963,0.0,0.00126262626263,0.0107323232323,0.00189393939394,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.40963855422,1.68674698795,0.602409638554,0.240963855422,0.0602409638554,0.0,0.00284471218206,0.0070281124498,0.00401606425703,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.96610169492,1.52542372881,0.254237288136,0.0847457627119,0.169491525424,0.0,0.00324074074074,0.00787037037037,0.00277777777778,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.62376237624,1.53465346535,0.544554455446,0.247524752475,0.049504950495,0.0,0.00398789878988,0.00935093509351,0.000550055005501,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.06896551724,1.89655172414,0.689655172414,0.344827586207,0.0,0.0,0.00089605734767,0.0129928315412,0.0,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.1875,1.625,0.625,0.5,0.0625,0.0,0.000677506775068,0.0110094850949,0.00220189701897,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.34567901235,1.41975308642,0.740740740741,0.432098765432,0.0617283950617,0.0,0.000338753387534,0.0103319783198,0.00321815718157,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.87878787879,1.81818181818,0.30303030303,0.0,0.0,0.0,0.00714285714286,0.00555555555556,0.00119047619048,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.125,1.75,1.125,0.75,0.25,0.0,0.00277777777778,0.0104166666667,0.000694444444444,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.19387755102,1.07142857143,0.867346938776,0.612244897959,0.255102040816,0.0,0.00138888888889,0.0118055555556,0.000694444444444,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.85483870968,2.09677419355,0.483870967742,0.483870967742,0.0806451612903,0.0,0.000881834215168,0.00947971781305,0.00352733686067,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.8,1.6,1.2,0.4,0.0,0.0,0.00160256410256,0.0122863247863,0.0,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.72727272727,1.41148325359,0.55023923445,0.215311004785,0.0956937799043,0.0,0.000769822940724,0.0115794200667,0.00153964588145,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.65546218487,1.80672268908,1.04201680672,0.310924369748,0.18487394958,0.0,0.0025169320886,0.00933552992861,0.00203642687168,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.36976506639,1.56281920327,0.776302349336,0.229826353422,0.0612870275792,0.0,0.00336999435984,0.00800902425268,0.00250987027637,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.85550458716,1.21559633028,0.378440366972,0.447247706422,0.103211009174,0.0,0.00135424540186,0.0109914336105,0.00154320987654,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.50097465887,1.16959064327,1.23781676413,0.818713450292,0.272904483431,0.0,0.00284966112138,0.00921647155473,0.00182275621277,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.72108843537,1.15646258503,0.442176870748,0.272108843537,0.408163265306,0.0,0.00876354365838,0.00326641172721,0.00185893350329,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.75582990398,1.01508916324,1.38545953361,0.582990397805,0.260631001372,0.0,0.00316795532646,0.00841208476518,0.00230884879725,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
1.56130268199,0.852490421456,1.46551724138,0.699233716475,0.421455938697,0.0,0.00296900161031,0.00774959742351,0.00317028985507,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
2.73674242424,1.43939393939,0.539772727273,0.217803030303,0.0662878787879,0.0,0.00331439393939,0.00789141414141,0.00268308080808,0.0,0.0196078431373,0.0,0.0,0.0,0.0,pistola
