@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE Hue0 REAL
@ATTRIBUTE Hue1 REAL
@ATTRIBUTE Hue2 REAL
@ATTRIBUTE Hue3 REAL
@ATTRIBUTE Hue4 REAL
@ATTRIBUTE Hue5 REAL
@ATTRIBUTE Hue6 REAL
@ATTRIBUTE Hue7 REAL
@ATTRIBUTE Hue8 REAL
@ATTRIBUTE Hue9 REAL
@ATTRIBUTE Morph0 REAL
@ATTRIBUTE Morph1 REAL
@ATTRIBUTE Morph2 REAL
@ATTRIBUTE Morph3 REAL
@ATTRIBUTE Morph4 REAL
@ATTRIBUTE Morph5 REAL
@ATTRIBUTE Morph6 REAL
@ATTRIBUTE Morph7 REAL
@ATTRIBUTE Morph8 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
2.57142857143,0.857142857143,3.71428571429,2.85714285714,1.71428571429,1.71428571429,1.14285714286,0.857142857143,0.857142857143,0.571428571429,1.14285714286,0.571428571429,0.0,0.285714285714,0.571428571429,0.0,0.0,0.285714285714,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.00462962962963,0.0,0.00308641975309,0.000771604938272,0.0,0.0246913580247,0.0054012345679,0.00925925925926,0.00462962962963,0.00231481481481,0.000771604938272,0.0,0.0,0.0,0.0,0.0286865431104,0.00367087474259,0.00109230906975,0.00324111379712,0.000958008774286,0.000984868833378,0.000581967946996,0.0,0.0,0.0,1.0380205440349908, 2.1363635740540654, 0.3692830622497088, 0.08434889157919762, 0.01816948369906119, 0.004695680976327731, 3.3204265937101295e-05, 0.0007720852192684511, -2.7905040882719767e-05,pistola
1.40845070423,2.81690140845,1.40845070423,1.97183098592,3.0985915493,1.12676056338,1.12676056338,1.69014084507,0.56338028169,0.281690140845,1.40845070423,0.281690140845,0.845070422535,0.281690140845,0.281690140845,0.0,0.281690140845,0.56338028169,0.0,0.56338028169,0.0,0.0,0.0,0.0,0.0,0.0,0.000740740740741,0.0,0.000740740740741,0.00666666666667,0.0392592592593,0.00296296296296,0.000740740740741,0.00296296296296,0.000740740740741,0.000740740740741,0.0,0.0,0.0,0.0,0.0276763578995,0.00340695665239,0.00147246638119,0.00336188115093,0.00248290887236,0.000349335136353,0.000465780181805,0.0,0.0,0.0,0.4327767536174229, 4.0, 0.48301866319444353, 0.1937539871828048, 0.0018856888298409511, 0.0002728200694916464, -6.04503041649533e-08, -8.549342759064489e-05, 1.86110076261514e-07,pistola
0.975609756098,3.41463414634,3.41463414634,2.43902439024,0.975609756098,3.41463414634,0.975609756098,0.0,0.487804878049,0.487804878049,0.975609756098,0.0,0.0,0.0,1.46341463415,0.487804878049,0.487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00516795865633,0.00129198966408,0.00387596899225,0.0271317829457,0.0142118863049,0.0,0.0,0.00129198966408,0.00258397932817,0.0,0.0,0.0,0.0,0.0,0.0209922756982,0.000796197266786,8.31847890671e-05,8.31847890671e-05,0.0131134878194,0.00318478906714,0.00096256684492,0.0,0.0,0.0,6.6350694063036055, 2.3358302785306138, 0.4991285470300509, 0.1537859281618071, 0.0539396138793232, 0.018339247931964973, 0.0005554559569463195, 0.007005440919199868, 0.00015546180216742162,pistola
1.41414141414,2.42424242424,2.62626262626,1.21212121212,2.0202020202,1.81818181818,1.81818181818,1.21212121212,1.0101010101,0.40404040404,1.0101010101,0.40404040404,0.40404040404,0.606060606061,0.808080808081,0.0,0.20202020202,0.40404040404,0.20202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000534188034188,0.000534188034188,0.00480769230769,0.0106837606838,0.0213675213675,0.00373931623932,0.00320512820513,0.0,0.0090811965812,0.00160256410256,0.0,0.0,0.0,0.0,0.0257102841136,0.00223756169134,0.000900360144058,0.00403161264506,0.00456515939709,0.000696945444845,0.00107376283847,0.0,0.0,0.0,11.312567789203612, 1.2473118279569892, 0.28997332513356655, 0.024379656299013244, 0.018306006253795453, 0.002127425556913225, 2.6762136671465736e-06, -4.211498482715006e-05, 1.3003810231616641e-05,pistola
1.33333333333,1.66666666667,1.66666666667,4.66666666667,1.33333333333,2.33333333333,2.33333333333,1.66666666667,1.33333333333,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00277777777778,0.0,0.00185185185185,0.00185185185185,0.00555555555556,0.0259259259259,0.0111111111111,0.00185185185185,0.00185185185185,0.00185185185185,0.000925925925926,0.0,0.0,0.0,0.0,0.0348583877996,0.00150029708853,0.000297088532383,0.000722915428798,0.000356506238859,0.000549613784908,0.000930877401466,0.0,0.0,0.0,7.404269680967998, 0.4108414368313182, 0.35735680188805724, 0.07075143541451734, 0.02159756050451216, 0.0024329760645927546, -6.711155986932648e-06, -0.0002945816838866111, 1.630956139367581e-05,pistola
1.03448275862,1.55172413793,3.10344827586,3.27586206897,1.20689655172,2.24137931034,0.862068965517,1.03448275862,1.72413793103,0.689655172414,0.862068965517,0.689655172414,0.172413793103,0.172413793103,0.51724137931,0.172413793103,0.172413793103,0.172413793103,0.172413793103,0.172413793103,0.0,0.0,0.0,0.0,0.0,0.00235404896422,0.00188323917137,0.00517890772128,0.00235404896422,0.00470809792844,0.0193032015066,0.00423728813559,0.00470809792844,0.00800376647834,0.00235404896422,0.000470809792844,0.0,0.0,0.0,0.0,0.0275124951942,0.00768166089965,0.000676662821992,0.000753556324491,0.00145713187236,0.000472895040369,0.000519031141869,0.000142252979623,0.0,0.0,6.979587397281993, 0.5398974963860752, 0.3573830220736948, 0.06895684954985659, 0.01491421595180057, 0.001993148234720435, -8.386237885823822e-07, -8.649928064553909e-05, 1.0834591340334438e-05,pistola
1.81818181818,2.72727272727,3.63636363636,2.72727272727,0.30303030303,3.63636363636,0.0,1.51515151515,0.606060606061,0.606060606061,0.606060606061,0.30303030303,0.909090909091,0.0,0.0,0.0,0.0,0.0,0.30303030303,0.30303030303,0.0,0.0,0.0,0.0,0.0,0.00161030595813,0.000805152979066,0.00402576489533,0.0024154589372,0.00563607085346,0.0273752012882,0.0048309178744,0.000805152979066,0.00563607085346,0.00161030595813,0.000805152979066,0.0,0.0,0.0,0.0,0.028020780962,0.00438243673538,0.000502765208648,0.00210742416625,0.00355287414111,0.000381263616558,0.000268141444612,0.0,0.0,0.0,0.5730939054232425, 0.3703703759971309, 0.48923210666850436, 0.18822474099335698, 0.04846323706627435, 0.032273069250542685, 0.0012755880549667174, 0.013452768183270594, 4.382542011026905e-05,pistola
2.4347826087,2.78260869565,2.60869565217,1.91304347826,2.26086956522,2.26086956522,0.347826086957,0.521739130435,0.695652173913,0.173913043478,0.521739130435,1.04347826087,0.869565217391,0.521739130435,0.347826086957,0.695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00513538748833,0.00186741363212,0.00280112044818,0.00140056022409,0.00700280112045,0.015406162465,0.00793650793651,0.00233426704015,0.0046685340803,0.0046685340803,0.00233426704015,0.0,0.0,0.0,0.0,0.0186173438448,0.00532309143589,0.00290411697325,0.010016171417,0.00165420119938,0.000407654470723,0.000293106933495,0.0,0.0,0.0,0.3952053564724029, 0.23131673546518502, 0.2612236870659701, 0.037711618169223374, 0.0017060853305006106, 0.00035928947968208555, 2.410915794345884e-07, 4.603306171012806e-05, 1.4492615537717606e-07,pistola
2.42424242424,3.23232323232,2.82828282828,2.82828282828,2.22222222222,1.61616161616,1.21212121212,1.0101010101,0.40404040404,0.0,0.0,0.606060606061,0.20202020202,0.606060606061,0.0,0.20202020202,0.20202020202,0.0,0.0,0.40404040404,0.0,0.0,0.0,0.0,0.0,0.00277777777778,0.00111111111111,0.00333333333333,0.00444444444444,0.00666666666667,0.025,0.00333333333333,0.00111111111111,0.00222222222222,0.00388888888889,0.00166666666667,0.0,0.0,0.0,0.0,0.0239585794157,0.00101189070006,0.00037010788251,0.000649657453343,0.00626033545948,0.00159461374911,0.0053705016143,0.0,0.0,0.0,13.05030798811334, 1.4681311266269739, 0.22728957228541338, 0.01590607913794876, 0.0038216711347883493, 0.000372154184297164, 3.0461776727051134e-07, 2.4695523682794306e-05, 3.227816128322448e-07,pistola
1.74757281553,2.1359223301,2.1359223301,1.55339805825,1.55339805825,1.94174757282,1.94174757282,1.55339805825,0.388349514563,0.388349514563,1.35922330097,0.970873786408,0.970873786408,0.194174757282,0.0,0.388349514563,0.194174757282,0.0,0.194174757282,0.388349514563,0.0,0.0,0.0,0.0,0.0,0.00262054507338,0.0020964360587,0.0,0.0062893081761,0.00786163522013,0.0324947589099,0.00104821802935,0.00157232704403,0.000524109014675,0.00104821802935,0.0,0.0,0.0,0.0,0.0,0.0241246498599,0.00262994086523,0.00127606598195,0.0057267351385,0.00170012449424,0.00133053221289,0.00236150015562,6.61375661376e-05,0.0,0.0,0.6634285783806506, 3.3529411764705883, 1.6599360947798751, 2.0408535165934767, 3.6745160511618007, 2.7550212318685, 8.7423244564871, 3.9113070974963744, -0.639981878526148,pistola
