@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE Hue0 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
3.0303030303,1.81818181818,2.42424242424,3.0303030303,3.63636363636,1.21212121212,0.30303030303,0.30303030303,0.606060606061,0.606060606061,0.30303030303,0.606060606061,0.30303030303,0.0,0.30303030303,0.909090909091,0.0,0.30303030303,0.0,0.30303030303,0.0,0.0,0.0,0.0,0.0,0.00829187396352,0.000829187396352,0.000829187396352,0.00248756218905,0.000829187396352,0.0207296849088,0.0116086235489,0.00331674958541,0.00580431177446,0.0,0.000829187396352,0.0,0.0,0.0,0.0,0.00392156862745,pistola
1.91780821918,2.19178082192,2.7397260274,1.09589041096,2.19178082192,1.3698630137,1.64383561644,1.3698630137,2.19178082192,0.821917808219,0.0,0.27397260274,0.27397260274,0.821917808219,0.0,0.547945205479,0.27397260274,0.0,0.0,0.27397260274,0.0,0.0,0.0,0.0,0.0,0.00148148148148,0.0,0.00296296296296,0.00592592592593,0.00740740740741,0.022962962963,0.00296296296296,0.0,0.00666666666667,0.00444444444444,0.000740740740741,0.0,0.0,0.0,0.0,0.00392156862745,pistola
2.42424242424,3.0303030303,1.21212121212,3.63636363636,0.606060606061,0.606060606061,3.0303030303,1.81818181818,0.606060606061,0.606060606061,0.606060606061,0.0,0.606060606061,0.0,0.606060606061,0.0,0.606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015873015873,0.00634920634921,0.0047619047619,0.0222222222222,0.0126984126984,0.0031746031746,0.0,0.0,0.0047619047619,0.0,0.0,0.0,0.0,0.0,0.00392156862745,pistola
1.31868131868,1.31868131868,1.97802197802,2.1978021978,2.41758241758,1.31868131868,1.97802197802,1.31868131868,0.879120879121,1.31868131868,0.659340659341,0.659340659341,1.0989010989,0.43956043956,0.21978021978,0.0,0.0,0.21978021978,0.43956043956,0.21978021978,0.0,0.0,0.0,0.0,0.0,0.00177304964539,0.00118203309693,0.00295508274232,0.00768321513002,0.00709219858156,0.0159574468085,0.0065011820331,0.00295508274232,0.0,0.00945626477541,0.0,0.0,0.0,0.0,0.0,0.00392156862745,pistola
1.73913043478,3.47826086957,3.47826086957,1.73913043478,3.47826086957,1.73913043478,0.869565217391,1.30434782609,0.869565217391,0.434782608696,0.0,0.434782608696,0.434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024154589372,0.0,0.0012077294686,0.0024154589372,0.00845410628019,0.0157004830918,0.0048309178744,0.0024154589372,0.012077294686,0.0024154589372,0.0036231884058,0.0,0.0,0.0,0.0,0.00392156862745,pistola
1.30434782609,1.73913043478,3.04347826087,3.26086956522,2.39130434783,1.95652173913,0.652173913043,1.30434782609,1.08695652174,1.08695652174,0.434782608696,0.434782608696,0.0,0.434782608696,0.217391304348,0.0,0.217391304348,0.0,0.434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.00636574074074,0.000578703703704,0.00115740740741,0.00405092592593,0.00520833333333,0.0208333333333,0.00578703703704,0.00289351851852,0.00405092592593,0.00289351851852,0.00173611111111,0.0,0.0,0.0,0.0,0.00392156862745,pistola
2.12121212121,3.0303030303,1.81818181818,2.12121212121,2.12121212121,3.33333333333,1.21212121212,0.909090909091,0.30303030303,0.909090909091,0.30303030303,0.0,0.909090909091,0.0,0.0,0.30303030303,0.30303030303,0.0,0.30303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746,0.0031746031746,0.00952380952381,0.031746031746,0.0015873015873,0.0,0.00396825396825,0.00238095238095,0.0,0.0,0.0,0.0,0.0,0.00392156862745,pistola
2.72727272727,2.54545454545,3.45454545455,2.36363636364,1.81818181818,1.63636363636,1.09090909091,0.727272727273,0.545454545455,1.27272727273,1.09090909091,0.181818181818,0.181818181818,0.181818181818,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00147492625369,0.000983284169125,0.000491642084562,0.00540806293019,0.0117994100295,0.0231071779744,0.000983284169125,0.00147492625369,0.00294985250737,0.00540806293019,0.00147492625369,0.0,0.0,0.0,0.0,0.00392156862745,pistola
0.909090909091,3.18181818182,2.5,2.72727272727,2.04545454545,2.95454545455,1.13636363636,0.909090909091,1.13636363636,0.0,0.454545454545,0.227272727273,0.681818181818,0.454545454545,0.0,0.227272727273,0.227272727273,0.0,0.227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0043695380774,0.00124843945069,0.00561797752809,0.00686641697878,0.00873907615481,0.0137328339576,0.00312109862672,0.00249687890137,0.00312109862672,0.00624219725343,0.0,0.0,0.0,0.0,0.0,0.00392156862745,pistola
1.50943396226,2.83018867925,3.39622641509,2.2641509434,1.88679245283,1.50943396226,0.377358490566,0.754716981132,0.754716981132,0.943396226415,0.566037735849,0.754716981132,0.566037735849,0.566037735849,0.0,0.377358490566,0.0,0.188679245283,0.566037735849,0.188679245283,0.0,0.0,0.0,0.0,0.0,0.00363447559709,0.000519210799585,0.000519210799585,0.00155763239875,0.00726895119418,0.033748701973,0.00467289719626,0.00259605399792,0.000519210799585,0.000519210799585,0.0,0.0,0.0,0.0,0.0,0.00392156862745,pistola
