@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
2.95454545455,1.59090909091,3.18181818182,3.18181818182,0.681818181818,0.227272727273,0.909090909091,0.227272727273,0.454545454545,0.227272727273,0.0,0.909090909091,0.227272727273,0.0,0.227272727273,0.0,0.0,0.0,0.00248756218905,0.00435323383085,0.000621890547264,0.00186567164179,0.0149253731343,0.00995024875622,0.00248756218905,0.00435323383085,0.000621890547264,0.0,0.0,0.0,pistola
2.05479452055,2.2602739726,1.64383561644,2.05479452055,1.43835616438,1.43835616438,1.64383561644,0.616438356164,0.205479452055,0.616438356164,0.205479452055,0.41095890411,0.205479452055,0.0,0.205479452055,0.0,0.0,0.0,0.000555555555556,0.000555555555556,0.00222222222222,0.00777777777778,0.0183333333333,0.00333333333333,0.000555555555556,0.00777777777778,0.000555555555556,0.0,0.0,0.0,pistola
2.72727272727,1.81818181818,3.18181818182,0.909090909091,0.909090909091,2.72727272727,0.454545454545,0.909090909091,0.0,0.454545454545,0.454545454545,0.0,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.00119047619048,0.0047619047619,0.00357142857143,0.0261904761905,0.00238095238095,0.0,0.00357142857143,0.0,0.0,0.0,0.0,pistola
1.31868131868,1.64835164835,2.14285714286,2.30769230769,1.64835164835,1.31868131868,1.15384615385,0.659340659341,0.824175824176,0.989010989011,0.32967032967,0.0,0.164835164835,0.32967032967,0.164835164835,0.0,0.0,0.0,0.000886524822695,0.00132978723404,0.00221631205674,0.00797872340426,0.0146276595745,0.00531914893617,0.00221631205674,0.00398936170213,0.00310283687943,0.0,0.0,0.0,pistola
2.28260869565,3.26086956522,2.28260869565,2.60869565217,1.63043478261,1.30434782609,0.978260869565,0.0,0.326086956522,0.326086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018115942029,0.0,0.000905797101449,0.0018115942029,0.0172101449275,0.00452898550725,0.00271739130435,0.00996376811594,0.00271739130435,0.0,0.0,0.0,pistola
1.30434782609,1.79347826087,3.91304347826,2.11956521739,1.30434782609,1.30434782609,0.978260869565,0.815217391304,0.489130434783,0.0,0.489130434783,0.0,0.163043478261,0.0,0.326086956522,0.0,0.0,0.0,0.00260416666667,0.00217013888889,0.00130208333333,0.00520833333333,0.0164930555556,0.00520833333333,0.00260416666667,0.00390625,0.00217013888889,0.0,0.0,0.0,pistola
2.72727272727,1.59090909091,2.5,2.04545454545,2.5,1.13636363636,0.454545454545,0.454545454545,0.227272727273,0.681818181818,0.0,0.227272727273,0.227272727273,0.0,0.227272727273,0.0,0.0,0.0,0.0,0.0,0.00238095238095,0.00416666666667,0.027380952381,0.00297619047619,0.0,0.0047619047619,0.0,0.0,0.0,0.0,pistola
3.0,2.72727272727,2.59090909091,2.04545454545,0.681818181818,1.22727272727,0.818181818182,1.36363636364,0.136363636364,0.136363636364,0.136363636364,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.00110619469027,0.000368731563422,0.000737463126844,0.00626843657817,0.023598820059,0.00110619469027,0.00110619469027,0.00626843657817,0.00110619469027,0.0,0.0,0.0,pistola
1.53409090909,3.06818181818,2.38636363636,2.38636363636,2.04545454545,0.852272727273,0.852272727273,0.340909090909,0.170454545455,0.511363636364,0.340909090909,0.170454545455,0.170454545455,0.0,0.170454545455,0.0,0.0,0.0,0.00280898876404,0.000936329588015,0.00468164794007,0.0065543071161,0.0135767790262,0.00421348314607,0.00187265917603,0.00561797752809,0.00140449438202,0.0,0.0,0.0,pistola
2.12264150943,2.97169811321,2.40566037736,1.69811320755,1.1320754717,0.566037735849,0.849056603774,0.707547169811,0.566037735849,0.707547169811,0.283018867925,0.283018867925,0.0,0.283018867925,0.424528301887,0.0,0.0,0.0,0.000389408099688,0.00272585669782,0.000389408099688,0.00194704049844,0.0253115264798,0.00817757009346,0.00233644859813,0.000389408099688,0.0,0.0,0.0,0.0,pistola
