@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Lenght20 REAL
@ATTRIBUTE Edge_Lenght21 REAL
@ATTRIBUTE Edge_Lenght22 REAL
@ATTRIBUTE Edge_Lenght23 REAL
@ATTRIBUTE Edge_Lenght24 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE Edge_Angle20 REAL
@ATTRIBUTE Edge_Angle21 REAL
@ATTRIBUTE Edge_Angle22 REAL
@ATTRIBUTE Edge_Angle23 REAL
@ATTRIBUTE Edge_Angle24 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
3.78787878788,1.51515151515,2.27272727273,2.65151515152,2.65151515152,3.78787878788,1.89393939394,0.757575757576,0.0,0.378787878788,0.757575757576,0.757575757576,0.0,0.757575757576,0.378787878788,0.378787878788,0.0,0.0,0.378787878788,1.13636363636,0.0,0.378787878788,0.0,0.0,0.378787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.00932835820896,0.00207296849088,0.0,0.00103648424544,0.00103648424544,0.00207296849088,0.0196932006633,0.0124378109453,0.00932835820896,0.00207296849088,0.0051824212272,0.00414593698176,0.00103648424544,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.39726027397,2.05479452055,1.71232876712,3.42465753425,0.342465753425,2.39726027397,1.71232876712,1.02739726027,2.05479452055,1.02739726027,2.05479452055,1.02739726027,0.684931506849,0.0,0.342465753425,0.342465753425,0.684931506849,0.342465753425,0.0,0.684931506849,0.342465753425,0.0,0.0,0.0,0.342465753425,0.0,0.0,0.0,0.0,0.0,0.0,0.00185185185185,0.0,0.0,0.0037037037037,0.00555555555556,0.00833333333333,0.0277777777778,0.00648148148148,0.000925925925926,0.0,0.00277777777778,0.0111111111111,0.000925925925926,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.27272727273,2.27272727273,3.0303030303,3.78787878788,1.51515151515,0.757575757576,0.757575757576,1.51515151515,2.27272727273,2.27272727273,0.757575757576,0.0,1.51515151515,0.0,0.0,0.757575757576,0.0,0.757575757576,0.0,0.0,0.757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00595238095238,0.00396825396825,0.00198412698413,0.0119047619048,0.0337301587302,0.00595238095238,0.0,0.0,0.0,0.00396825396825,0.00198412698413,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.64835164835,1.0989010989,1.64835164835,1.64835164835,2.47252747253,3.02197802198,0.824175824176,1.92307692308,1.37362637363,1.64835164835,1.0989010989,1.37362637363,0.549450549451,0.824175824176,0.549450549451,0.824175824176,1.0989010989,0.0,0.274725274725,0.0,0.0,0.274725274725,0.549450549451,0.0,0.274725274725,0.0,0.0,0.0,0.0,0.0,0.0,0.00147754137116,0.00147754137116,0.00147754137116,0.00295508274232,0.00738770685579,0.00738770685579,0.022901891253,0.000738770685579,0.00812647754137,0.00295508274232,0.000738770685579,0.00295508274232,0.00886524822695,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.17391304348,2.71739130435,4.34782608696,1.63043478261,2.17391304348,3.80434782609,2.17391304348,1.08695652174,1.08695652174,1.08695652174,1.08695652174,0.54347826087,0.0,0.0,0.54347826087,0.54347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030193236715,0.0,0.0,0.00150966183575,0.0030193236715,0.0030193236715,0.0256642512077,0.0030193236715,0.00452898550725,0.0030193236715,0.00905797101449,0.00905797101449,0.00452898550725,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.63043478261,1.08695652174,2.44565217391,3.26086956522,3.26086956522,2.44565217391,1.63043478261,1.63043478261,1.35869565217,0.815217391304,1.08695652174,1.08695652174,0.54347826087,0.815217391304,0.271739130435,0.0,0.0,0.54347826087,0.271739130435,0.0,0.271739130435,0.0,0.0,0.54347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072337962963,0.00072337962963,0.00072337962963,0.00144675925926,0.00434027777778,0.00506365740741,0.025318287037,0.00361689814815,0.00651041666667,0.00217013888889,0.00289351851852,0.00506365740741,0.00434027777778,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.65151515152,3.0303030303,1.51515151515,1.89393939394,2.27272727273,2.65151515152,2.27272727273,2.27272727273,1.51515151515,0.757575757576,0.378787878788,0.378787878788,0.757575757576,0.378787878788,0.0,1.13636363636,0.0,0.0,0.378787878788,0.0,0.378787878788,0.0,0.0,0.378787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396825396825,0.00198412698413,0.00595238095238,0.0396825396825,0.00992063492063,0.0,0.0,0.0,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.95454545455,2.95454545455,3.40909090909,2.04545454545,2.5,2.27272727273,1.81818181818,0.454545454545,1.59090909091,0.454545454545,0.681818181818,0.909090909091,1.81818181818,0.227272727273,0.227272727273,0.227272727273,0.0,0.227272727273,0.227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184365781711,0.000614552605703,0.000614552605703,0.000614552605703,0.00491642084562,0.0135201573255,0.0301130776794,0.00245821042281,0.000614552605703,0.00122910521141,0.00184365781711,0.00798918387414,0.00307276302852,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.13636363636,3.40909090909,2.84090909091,1.70454545455,2.55681818182,1.98863636364,2.84090909091,1.98863636364,1.42045454545,0.568181818182,1.13636363636,0.284090909091,0.568181818182,0.284090909091,0.0,0.852272727273,0.284090909091,0.284090909091,0.284090909091,0.0,0.284090909091,0.0,0.0,0.284090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546192259675,0.0,0.00312109862672,0.00546192259675,0.00624219725343,0.00936329588015,0.0156054931336,0.00546192259675,0.0039013732834,0.00156054931336,0.0039013732834,0.00702247191011,0.00234082397004,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.88679245283,2.59433962264,3.30188679245,2.35849056604,2.35849056604,2.35849056604,1.17924528302,1.17924528302,0.471698113208,0.471698113208,0.943396226415,1.17924528302,0.235849056604,0.707547169811,0.471698113208,0.707547169811,0.943396226415,0.0,0.235849056604,0.235849056604,0.0,0.0,0.471698113208,0.471698113208,0.235849056604,0.0,0.0,0.0,0.0,0.0,0.0,0.000649013499481,0.00454309449637,0.0,0.000649013499481,0.00129802699896,0.00584112149533,0.033748701973,0.0129802699896,0.00519210799585,0.00259605399792,0.00129802699896,0.000649013499481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
