@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
2.57575757576,1.36363636364,0.530303030303,0.378787878788,0.151515151515,0.0,0.00248756218905,0.00891376451078,0.00248756218905,0.0,pistola
1.98630136986,1.64383561644,0.821917808219,0.41095890411,0.13698630137,0.0,0.00111111111111,0.00981481481481,0.00296296296296,0.0,pistola
2.57575757576,1.51515151515,0.454545454545,0.30303030303,0.151515151515,0.0,0.00198412698413,0.0107142857143,0.00119047619048,0.0,pistola
1.7032967033,1.75824175824,0.879120879121,0.43956043956,0.21978021978,0.0,0.00147754137116,0.0093085106383,0.00310283687943,0.0,pistola
2.60869565217,1.84782608696,0.434782608696,0.108695652174,0.0,0.0,0.000905797101449,0.00785024154589,0.00513285024155,0.0,pistola
2.33695652174,1.57608695652,0.760869565217,0.163043478261,0.163043478261,0.0,0.00202546296296,0.00896990740741,0.00289351851852,0.0,pistola
2.27272727273,1.89393939394,0.378787878788,0.30303030303,0.151515151515,0.0,0.000793650793651,0.0115079365079,0.0015873015873,0.0,pistola
2.77272727273,1.31818181818,0.772727272727,0.136363636364,0.0,0.0,0.000737463126844,0.0103244837758,0.00282694198623,0.0,pistola
2.32954545455,1.76136363636,0.454545454545,0.340909090909,0.113636363636,0.0,0.00280898876404,0.00811485642946,0.00296504369538,0.0,pistola
2.5,1.1320754717,0.754716981132,0.377358490566,0.235849056604,0.0,0.00116822429907,0.0118120456906,0.000908618899273,0.0,pistola
2.0,1.55555555556,0.833333333333,0.5,0.111111111111,0.0,0.000935521013241,0.0119458837075,0.00100748416811,0.0,pistola
2.33333333333,1.86666666667,0.6,0.2,0.0,0.0,0.00036075036075,0.011544011544,0.00198412698413,0.0,pistola
2.35714285714,2.07142857143,0.357142857143,0.214285714286,0.0,0.0,0.000793650793651,0.00992063492063,0.0031746031746,0.0,pistola
1.59292035398,1.94690265487,0.929203539823,0.442477876106,0.0884955752212,0.0,0.00155651340996,0.00646551724138,0.00586685823755,0.0,pistola
2.42537313433,1.60447761194,0.671641791045,0.261194029851,0.0373134328358,0.0,0.00296160130719,0.0102124183007,0.000714869281046,0.0,pistola
2.60416666667,1.59722222222,0.486111111111,0.277777777778,0.0347222222222,0.0,0.003900304414,0.00780060882801,0.00218797564688,0.0,pistola
2.16417910448,1.79104477612,0.820895522388,0.149253731343,0.0746268656716,0.0,0.00140901771337,0.0100644122383,0.0024154589372,0.0,pistola
2.62711864407,1.27118644068,0.847457627119,0.0847457627119,0.169491525424,0.0,0.00182149362477,0.011839708561,0.000227686703097,0.0,pistola
2.24137931034,1.20689655172,1.03448275862,0.344827586207,0.172413793103,0.0,0.00648148148148,0.00694444444444,0.000462962962963,0.0,pistola
3.14606741573,1.01123595506,0.280898876404,0.505617977528,0.0561797752809,0.0,0.00164277180406,0.0100059737157,0.00224014336918,0.0,pistola
2.19298245614,1.57894736842,0.964912280702,0.263157894737,0.0,0.0,0.00560428849903,0.00584795321637,0.00243664717349,0.0,pistola
2.375,1.125,0.875,0.25,0.375,0.0,0.00138888888889,0.0111111111111,0.00138888888889,0.0,pistola
2.60416666667,1.14583333333,0.729166666667,0.364583333333,0.15625,0.0,0.0031179138322,0.0102040816327,0.000566893424036,0.0,pistola
2.82178217822,1.18811881188,0.742574257426,0.148514851485,0.0990099009901,0.0,0.0016339869281,0.0108932461874,0.00136165577342,0.0,pistola
2.36842105263,0.921052631579,1.05263157895,0.526315789474,0.131578947368,0.0,0.000730994152047,0.0124269005848,0.000730994152047,0.0,pistola
1.89655172414,2.15517241379,0.474137931034,0.301724137931,0.172413793103,0.0,0.00420168067227,0.00840336134454,0.00128384687208,0.0,pistola
2.79279279279,0.945945945946,0.810810810811,0.315315315315,0.135135135135,0.0,0.00282694198623,0.00921828908555,0.00184365781711,0.0,pistola
2.71084337349,1.38554216867,0.481927710843,0.180722891566,0.240963855422,0.0,0.00214947089947,0.00909391534392,0.0026455026455,0.0,pistola
1.92307692308,2.40384615385,0.384615384615,0.0961538461538,0.192307692308,0.0,0.00186965811966,0.00934829059829,0.00267094017094,0.0,pistola
2.80898876404,1.57303370787,0.337078651685,0.224719101124,0.0561797752809,0.0,0.00286835748792,0.00920893719807,0.0018115942029,0.0,pistola
1.93548387097,1.29032258065,1.12903225806,0.645161290323,0.0,0.0,0.00173611111111,0.0121527777778,0.0,0.0,pistola
2.64285714286,1.21428571429,0.785714285714,0.142857142857,0.214285714286,0.0,0.000978090766823,0.0121283255086,0.000782472613459,0.0,pistola
2.23529411765,1.76470588235,0.705882352941,0.176470588235,0.117647058824,0.0,0.000645994832041,0.00985142118863,0.00339147286822,0.0,pistola
2.24137931034,2.24137931034,0.51724137931,0.0,0.0,0.0,0.00672043010753,0.00627240143369,0.00089605734767,0.0,pistola
1.73913043478,1.84782608696,1.08695652174,0.326086956522,0.0,0.0,0.00147754137116,0.011524822695,0.000886524822695,0.0,pistola
1.84210526316,1.9298245614,0.614035087719,0.394736842105,0.219298245614,0.0,0.000598659003831,0.0129310344828,0.000359195402299,0.0,pistola
1.78571428571,1.60714285714,0.892857142857,0.446428571429,0.267857142857,0.0,0.00095785440613,0.00981800766284,0.00311302681992,0.0,pistola
1.875,1.875,0.625,0.625,0.0,0.0,0.00166666666667,0.0122222222222,0.0,0.0,pistola
2.80660377358,1.27358490566,0.589622641509,0.212264150943,0.117924528302,0.0,0.000668960244648,0.0115634556575,0.00165647298675,0.0,pistola
1.65983606557,1.61885245902,1.12704918033,0.409836065574,0.184426229508,0.0,0.00325396825397,0.00706349206349,0.00357142857143,0.0,pistola
2.6359832636,1.32845188285,0.721757322176,0.209205020921,0.10460251046,0.0,0.00302058041392,0.00835356688635,0.00251474158862,0.0,pistola
3.01864801865,1.08391608392,0.44289044289,0.361305361305,0.0932400932401,0.0,0.00124521072797,0.0111749680715,0.0014687100894,0.0,pistola
1.8149882904,1.38173302108,0.866510538642,0.550351288056,0.386416861827,0.0,0.00153676641151,0.00753885409418,0.00481326838321,0.0,pistola
1.63166397415,0.912762520194,1.56704361874,0.654281098546,0.234248788368,0.0,0.00294418842806,0.00864055299539,0.00230414746544,0.0,pistola
1.81747269891,0.990639625585,1.02184087363,0.717628705148,0.452418096724,0.0,0.00490196078431,0.00587836760721,0.00310856049737,0.0,pistola
1.38941398866,0.78449905482,1.60680529301,0.869565217391,0.349716446125,0.0,0.00298713235294,0.00827205882353,0.00262969771242,0.0,pistola
2.80373831776,1.30841121495,0.495327102804,0.280373831776,0.11214953271,0.0,0.002886002886,0.00644197072769,0.0045609152752,0.0,pistola
1.49512459372,1.24593716143,1.12676056338,0.720476706392,0.411700975081,0.0,0.00278345830493,0.00864860259032,0.00245682799364,0.0,pistola
1.74273858921,1.72199170124,0.726141078838,0.601659751037,0.207468879668,0.0,0.00234781624802,0.00568567549219,0.00585539714868,0.0,pistola
2.80575539568,0.83932853717,0.743405275779,0.443645083933,0.167865707434,0.0,0.00128336755647,0.0101813826146,0.00242413871777,0.0,pistola
3.14971751412,1.29237288136,0.395480225989,0.10593220339,0.0564971751412,0.0,0.00158227848101,0.0105289889045,0.00177762150336,0.0,pistola
1.90292758089,1.17873651772,1.14791987673,0.539291217257,0.231124807396,0.0,0.0032083755488,0.00603681188788,0.00464370145221,0.0,pistola
2.56205673759,1.31205673759,0.904255319149,0.20390070922,0.0177304964539,0.0,0.00130054966627,0.011435021594,0.00115331762858,0.0,pistola
3.6,1.12307692308,0.276923076923,0.0,0.0,0.0,0.00333333333333,0.00730769230769,0.00324786324786,0.0,pistola
1.23565416985,1.45753634277,1.14384085692,0.673297628156,0.489671002295,0.0,0.00348659003831,0.00730842911877,0.0030938697318,0.0,pistola
3.93890675241,0.900321543408,0.144694533762,0.016077170418,0.0,0.0,0.00394923677671,0.00572417465389,0.00421547745829,0.0,pistola
3.36633663366,1.21287128713,0.247524752475,0.160891089109,0.0123762376238,0.0,0.00240649064906,0.0094196919692,0.00206270627063,0.0,pistola
2.51572327044,1.63522012579,0.550314465409,0.220125786164,0.0786163522013,0.0,0.000873515024458,0.0118798043326,0.0011355695318,0.0,pistola
2.29,1.54,0.77,0.3,0.1,0.0,0.00268906631182,0.00715236194278,0.00404746063429,0.0,pistola
1.51035322777,1.18757612667,1.36419001218,0.749086479903,0.188794153471,0.0,0.00118544149686,0.0117743175702,0.000929129821863,0.0,pistola
4.08227848101,0.696202531646,0.189873417722,0.0316455696203,0.0,0.0,0.0028129395218,0.00975738396624,0.00131856540084,0.0,pistola
2.26107226107,1.39277389277,0.961538461538,0.27972027972,0.104895104895,0.0,0.00315289095848,0.00879575734058,0.00194024058983,0.0,pistola
2.80141843972,1.70921985816,0.354609929078,0.0921985815603,0.0425531914894,0.0,0.0019644821625,0.00984205563413,0.00208235109225,0.0,pistola
1.76600441501,1.41832229581,1.10927152318,0.640176600442,0.0662251655629,0.0,0.00116243961353,0.0112620772947,0.00146437198068,0.0,pistola
3.44897959184,1.17346938776,0.285714285714,0.0714285714286,0.0204081632653,0.0,0.00295807978364,0.00769100743746,0.00323980166779,0.0,pistola
2.50481695568,1.86897880539,0.462427745665,0.134874759152,0.028901734104,0.0,0.00231481481481,0.00707747977863,0.00449659429544,0.0,pistola
2.6461038961,1.68019480519,0.462662337662,0.154220779221,0.0568181818182,0.0,0.00268459353923,0.00863063542776,0.0025736599219,0.0,pistola
1.8115942029,1.23188405797,0.932971014493,0.670289855072,0.353260869565,0.0,0.00551845668707,0.00630680764237,0.00206362455945,0.0,pistola
2.6222826087,1.7527173913,0.461956521739,0.0951086956522,0.0679347826087,0.0,0.00165612767239,0.0109530261969,0.00127973501957,0.0,pistola
2.84662576687,1.29447852761,0.539877300613,0.220858895706,0.0981595092025,0.0,0.00297619047619,0.00860909335486,0.00230360505784,0.0,pistola
2.51322751323,1.57407407407,0.595238095238,0.21164021164,0.10582010582,0.0,0.00153105861767,0.0102435112278,0.00211431904345,0.0,pistola
1.67127071823,1.80248618785,0.883977900552,0.441988950276,0.200276243094,0.0,0.00250365497076,0.00888157894737,0.00250365497076,0.0,pistola
2.15762273902,1.52454780362,0.757967269595,0.409130060293,0.150732127476,0.0,0.00379106992418,0.00738322568567,0.00271459327904,0.0,pistola
2.10422163588,1.41160949868,0.877308707124,0.428759894459,0.178100263852,0.0,0.0019943941354,0.00984619807388,0.0020482966796,0.0,pistola
2.57712082262,1.71593830334,0.514138817481,0.160668380463,0.0321336760925,0.0,0.00233262108262,0.00902777777778,0.00252849002849,0.0,pistola
1.66451612903,1.0064516129,1.01290322581,1.11612903226,0.2,0.0,0.00181837073982,0.0105811859241,0.00148933222499,0.0,pistola
1.26023657871,1.64695177434,1.20109190173,0.573248407643,0.31847133758,0.0,0.000782472613459,0.0130446421217,6.17741536941e-05,0.0,pistola
1.53306613226,1.02204408818,1.4128256513,0.831663326653,0.200400801603,0.0,0.00181623931624,0.0108707264957,0.00120192307692,0.0,pistola
1.88172043011,1.46953405018,0.940860215054,0.465949820789,0.241935483871,0.0,0.00250572737686,0.00892516227568,0.00245799923635,0.0,pistola
1.50925925926,1.02777777778,0.777777777778,1.10185185185,0.583333333333,0.0,0.00178433641975,0.0108024691358,0.00130208333333,0.0,pistola
2.28260869565,1.28019323671,1.09903381643,0.24154589372,0.0966183574879,0.0,0.0016225337487,0.0105464693666,0.00171988577362,0.0,pistola
1.5157480315,1.92913385827,1.03346456693,0.265748031496,0.255905511811,0.0,0.0014189041694,0.0108873608382,0.00158262388125,0.0,pistola
1.55227032735,1.17740232313,0.966209081309,0.865892291447,0.438225976769,0.0,0.00184451051646,0.0098282127519,0.00221616562053,0.0,pistola
1.38176638177,1.35327635328,1.62393162393,0.527065527066,0.11396011396,0.0,0.00163175470553,0.00895567698846,0.0033014571949,0.0,pistola
2.2366148532,1.22625215889,0.94127806563,0.414507772021,0.181347150259,0.0,0.00241240397227,0.0103054150272,0.00117106988945,0.0,pistola
1.88197767145,0.956937799043,0.773524720893,0.980861244019,0.406698564593,0.0,0.00130471380471,0.0113215488215,0.00126262626263,0.0,pistola
1.79487179487,1.61324786325,1.08974358974,0.34188034188,0.160256410256,0.0,0.00266081871345,0.00795321637427,0.00327485380117,0.0,pistola
1.92164179104,1.1473880597,1.16604477612,0.615671641791,0.149253731343,0.0,0.00145259938838,0.0107798165138,0.00165647298675,0.0,pistola
2.93233082707,1.48496240602,0.422932330827,0.112781954887,0.046992481203,0.0,0.00215650030807,0.00972992400904,0.00200246457178,0.0,pistola
1.22093023256,1.5746124031,0.968992248062,0.867248062016,0.368217054264,0.0,0.00238095238095,0.00961341525858,0.00189452124936,0.0,pistola
3.07947019868,1.17549668874,0.44701986755,0.215231788079,0.0827814569536,0.0,0.00113843351548,0.0116575591985,0.00109289617486,0.0,pistola
2.35119047619,1.06398809524,0.848214285714,0.580357142857,0.15625,0.0,0.00091642228739,0.011485826002,0.00148664059954,0.0,pistola
1.95388349515,1.57766990291,0.716019417476,0.521844660194,0.230582524272,0.0,0.00224867724868,0.0098544973545,0.00178571428571,0.0,pistola
2.66141732283,1.34645669291,0.771653543307,0.149606299213,0.0708661417323,0.0,0.000834617360041,0.0119842492724,0.00107002225646,0.0,pistola
0.773195876289,1.28865979381,1.10180412371,1.08891752577,0.747422680412,0.0,0.0035395845581,0.00706692141877,0.00328238291201,0.0,pistola
